영상ID,UUID,인물성별,촬영장소,촬영시작,스크립트파일,시나리오번호
c9f5c37976afa879c834_038.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_039.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_040.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_041.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_042.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_043.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_044.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_045.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_046.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_047.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_048.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_049.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_050.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_051.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_052.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_053.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_054.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_055.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_056.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_057.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_058.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_059.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_060.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_061.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_062.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_063.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_064.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_065.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_066.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_067.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_068.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_069.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_070.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_071.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_072.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_073.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_074.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_075.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_076.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_077.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_078.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_079.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_080.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_081.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_082.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_083.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_084.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_085.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_086.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_087.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_088.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_089.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_090.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_091.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_092.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_093.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_094.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_095.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_096.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_097.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_098.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_099.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_100.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_101.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_102.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_103.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_104.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_105.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_106.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_107.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_108.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_109.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_110.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_111.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_112.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_113.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_114.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_115.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_116.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_117.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_118.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_119.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_120.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_121.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_122.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_123.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_124.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_125.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_126.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_127.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_128.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_129.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_130.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_131.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_132.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_133.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_134.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_135.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_136.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_137.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_138.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_139.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_140.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_141.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_142.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_143.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_144.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_145.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_146.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_147.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_148.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_149.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_150.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_151.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_152.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_153.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_154.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_155.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_156.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_157.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_158.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_159.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_160.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_161.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_162.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_163.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_164.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_165.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_166.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_167.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_168.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_169.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_170.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_171.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_172.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_173.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_174.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_175.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_176.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
c9f5c37976afa879c834_177.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_004.txt,
c9f5c37976afa879c834_178.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_005.txt,
c9f5c37976afa879c834_179.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_006.txt,
c9f5c37976afa879c834_180.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_007.txt,
c9f5c37976afa879c834_181.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_001_footage_008.txt,
c9f5c37976afa879c834_182.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_002_footage_001.txt,
c9f5c37976afa879c834_183.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_002.txt,
c9f5c37976afa879c834_184.mp4,c9f5c37976afa879c834,여성,EQ,2020-08-03,speaker_006_footage_003.txt,
bf13848f7f02f488b2e1_001.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_002_footage_008.txt,
bf13848f7f02f488b2e1_002.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_001.txt,
bf13848f7f02f488b2e1_003.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_002.txt,
bf13848f7f02f488b2e1_004.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_006.txt,
bf13848f7f02f488b2e1_005.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_007.txt,
bf13848f7f02f488b2e1_006.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_008.txt,
bf13848f7f02f488b2e1_007.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_004.txt,
bf13848f7f02f488b2e1_008.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_005.txt,
bf13848f7f02f488b2e1_009.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_002_footage_008.txt,
bf13848f7f02f488b2e1_010.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_001.txt,
bf13848f7f02f488b2e1_011.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_002.txt,
bf13848f7f02f488b2e1_012.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_006.txt,
bf13848f7f02f488b2e1_013.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_007.txt,
bf13848f7f02f488b2e1_014.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_008.txt,
bf13848f7f02f488b2e1_015.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_004.txt,
bf13848f7f02f488b2e1_016.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_005.txt,
bf13848f7f02f488b2e1_017.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_002_footage_008.txt,
bf13848f7f02f488b2e1_018.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_001.txt,
bf13848f7f02f488b2e1_019.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_002.txt,
bf13848f7f02f488b2e1_020.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_006.txt,
bf13848f7f02f488b2e1_021.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_007.txt,
bf13848f7f02f488b2e1_022.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_008.txt,
bf13848f7f02f488b2e1_023.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_004.txt,
bf13848f7f02f488b2e1_024.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_005.txt,
bf13848f7f02f488b2e1_025.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_002_footage_008.txt,
bf13848f7f02f488b2e1_026.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_001.txt,
bf13848f7f02f488b2e1_027.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_002.txt,
bf13848f7f02f488b2e1_028.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_006.txt,
bf13848f7f02f488b2e1_029.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_007.txt,
bf13848f7f02f488b2e1_030.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_008.txt,
bf13848f7f02f488b2e1_031.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_004.txt,
bf13848f7f02f488b2e1_032.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_005.txt,
bf13848f7f02f488b2e1_033.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_002_footage_008.txt,
bf13848f7f02f488b2e1_034.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_001.txt,
bf13848f7f02f488b2e1_035.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_002.txt,
bf13848f7f02f488b2e1_036.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_006.txt,
bf13848f7f02f488b2e1_037.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_007.txt,
bf13848f7f02f488b2e1_038.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_003_footage_008.txt,
bf13848f7f02f488b2e1_039.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_004.txt,
bf13848f7f02f488b2e1_040.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_006_footage_005.txt,
bf13848f7f02f488b2e1_041.mp4,bf13848f7f02f488b2e1,여성,EQ,2020-08-04,speaker_002_footage_008.txt,
